Taxa,Class,Order,Family,Genus,functional.group,Nitrogen.fixation,Si.demand,Mixotrophy,Colony,Mobility,Pigment,Ind_size,Colony_size,Source,System
Prorocentrum cordatum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,1143.131138,Klais,
Prorocentrum cordatum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
Prorocentrum gracile,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
Prorocentrum gracile,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,19659.39,Kremer,
Prorocentrum lima,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
Prorocentrum micans,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,9681.756786,Klais,
Prorocentrum micans,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
Prorocentrum micans,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,10699.77251,Kremer,
Prorocentrum minimum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,8454.621069,Kremer,
Prorocentrum triestinum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,1232.241155,Klais,
Prorocentrum triestinum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
Protoceratium reticulatum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,21373.09508,Klais,
Protoceratium reticulatum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
Protoperidinium pellucidum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,1248.606193,Kremer,
Prymnesiaceae,Prymnesiaceae,,,,,0,0,1,0,1,BW,,NA,SCOR,
Prymnesiophyceae,Prymnesiophyceae,,,,,0,0,1,0,1,BW,,21.35234701,Klais,
Prymnesiophyceae,Prymnesiophyceae,,,,,0,0,1,0,1,BW,,NA,SCOR,
Prymnesium,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,0,0,1,0,1,BW,,128.5606494,Klais,
Prymnesium,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,0,0,1,0,1,BW,,NA,SCOR,
Prymnesium kappa,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,0,0,1,0,1,BW,,NA,SCOR,
Prymnesium minus,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,0,0,1,0,1,BW,,NA,SCOR,
Prymnesium parvum,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,0,0,1,0,1,BW,,NA,SCOR,
Prymnesium polylepis,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,0,0,1,0,1,BW,,257.5780559,Klais,
Prymnesium polylepis,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,,0,0,1,0,1,BW,,NA,SCOR,
Psammodictyon panduriforme var. continuum,Bacillariophyceae,NA,NA,Psammodictyon,,0,1,0,0,0,BW,,NA,SCOR,
Psammothidium altaicum,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,MP,0,1,0,0,0,BW,,192.0451283,Kremer,
Psammothidium bioreti,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,MP,0,1,0,0,0,BW,,253.9124297,Kremer,
Psammothidium didymum,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,MP,0,1,0,0,0,BW,,64,Kremer,
Psammothidium levanderi,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,MP,0,1,0,0,0,BW,,24.6,Kremer,
Psammothidium marginulatum,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,MP,0,1,0,0,0,BW,,157.117491,Kremer,
Psammothidium subatomoides,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,MP,0,1,0,0,0,BW,,66.84491677,Kremer,
Psammothidium ventralis,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,MP,0,1,0,0,0,BW,,193.8991492,Kremer,
Pseudanabaena,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,188.2105957,Klais,
Pseudanabaena,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,NA,SCOR,
Pseudanabaena acicularis,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,108.9611622,Klais,
Pseudanabaena acicularis,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,NA,SCOR,
Pseudanabaena arcuata,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,60.19,,
Pseudanabaena catenata,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,NA,SCOR,
Pseudanabaena catenata,Cyanophyceae,Nostocales,Nostocaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,13.95,Kremer,
Pseudanabaena dictyothalla,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,NA,SCOR,
Pseudanabaena galeata,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,280,Orlane,Gv
Pseudanabaena galeata,Cyanophyceae,Nostocales,Nostocaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,51.53887953,Kremer,
Pseudanabaena limnetica,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,72.89659321,Lin,Ks
Pseudanabaena limnetica,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,80,Orlane,Gv
Pseudanabaena limnetica,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,198.1569364,Klais,
Pseudanabaena limnetica,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,NA,SCOR,
Pseudanabaena minuta,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,500,Orlane,Gv
Pseudanabaena mucicola,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,72.89659321,Lin,Ks
Pseudanabaena mucicola,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,NA,SCOR,
Pseudanabaena mucicola,Cyanophyceae,Nostocales,Nostocaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,57.55681146,Kremer,
Pseudanabaena schmidlei,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,2510,Orlane,Gv
Pseudanabaena sp.,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,H1,0,0,0,1,0.5,B,,315,Orlane,Gv
Pseudo-nitzschia,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,866.1356708,Klais,
Pseudo-nitzschia,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia americana,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia australis,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia calliantha,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia delicatissima,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,421.1512071,Klais,
Pseudo-nitzschia delicatissima,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia fraudulenta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia granii,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia heimii,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia multiseries,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia obtusa,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia pseudodelicatissima,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,541.2086775,Klais,
Pseudo-nitzschia pseudodelicatissima,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia pungens,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,2115.343657,Klais,
Pseudo-nitzschia pungens,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia seriata,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,2788.169187,Klais,
Pseudo-nitzschia seriata,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia subfraudulenta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia subpacifica,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudo-nitzschia turgidula,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,D,0,1,0,1,0,BW,,NA,SCOR,
Pseudocarteria spp.,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Pseudocarteria,,0,0,0,0,1,G,,8738.984039,Lin,Ks
Pseudodictyospharium sp.,Chlorophyceae,,,Pseudodictyospharium,,0,0,0,1,0,G,,100,Kanako,
Pseudodidymocystis inconspicua,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Pseudodidymocystis,J,0,0,0,1,0,G,,58.00000003,Klais,
Pseudodidymocystis inconspicua,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Pseudodidymocystis,J,0,0,0,1,0,G,,NA,SCOR,
Pseudogoniochloris tripus,Xanthophyceae,Mischococcales,Pleurochloridaceae,Pseudogoniochloris,F,0,0,0,0,0,BW,,NA,SCOR,
Pseudoguinardia,Bacillariophyceae,NA,NA,NA,,0,1,0,1,0,BW,,NA,SCOR,
Pseudokephyrion,Chrysophyceae,Chromulinales,Dinobryaceae,Pseudokephyrion,E,0,0,0,0,1,G,,171.9797259,Klais,
Pseudokephyrion,Chrysophyceae,Chromulinales,Dinobryaceae,Pseudokephyrion,E,0,0,0,0,1,G,,NA,SCOR,
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,300,Kanako,
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,500,Kanako,
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,300,Kanako,
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,300,300,Clark,Bw
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,300,Kanako,
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,300,Kanako,
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,300,300,Clark,Bw
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,300,Kanako,
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,130.3973721,Lin,Ks
Pseudokephyrion gallicum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,300,Kanako,
Pseudokephyrion hypermaculatum,Chrysophyceae,Ochromonadales,Dinobryaceae,Pseudokephyrion,E,0,0,1,0,1,BW,,300,Kanako,
Pseudokirchneriella contorta,Chlorophyceae,Sphaeropleales,Selenastraceae,Pseudokirchneriella,,0,0,0,1,0,G,,15.69058599,Klais,
Pseudokirchneriella elongata,Chlorophyceae,Sphaeropleales,Selenastraceae,Pseudokirchneriella,,0,0,0,1,0,G,,NA,SCOR,
Pseudopediastrum boryanum,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,J,0,0,0,1,0,G,,3487.554464,Klais,
Pseudopediastrum boryanum,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,J,0,0,0,1,0,G,,NA,SCOR,
Pseudopediastrum kawraiskyi,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,J,0,0,0,1,0,G,,5536.585389,Klais,
Pseudopediastrum kawraiskyi,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,J,0,0,0,1,0,G,,NA,SCOR,
Pseudopedinella,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,231.331975,Klais,
Pseudopedinella,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,NA,SCOR,
Pseudopedinella elastica,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,498.2556212,Klais,
Pseudopedinella elastica,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,NA,SCOR,
Pseudopedinella pyriformis,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,178.3932666,Klais,
Pseudopedinella pyriformis,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,NA,SCOR,
Pseudopedinella sp.,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,200,200,Clark,Bw
Pseudopedinella sp.,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,200,Kanako,
Pseudopedinella thomsenii,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,108.0540703,Klais,
Pseudopedinella thomsenii,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,,0,0,1,0,1,BW,,NA,SCOR,
Pseudopodosira westii,Bacillariophyceae,Melosirales,Melosiraceae,Pseudopodosira,TB,0,1,0,1,0,BW,,NA,SCOR,
Pseudoscourfieldia,Prasinophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pseudoscourfieldia,,0,0,0,0,1,G,,17.47309578,Klais,
Pseudoscourfieldia,Prasinophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pseudoscourfieldia,,0,0,0,0,1,G,,NA,SCOR,
Pseudoscourfieldia marina,Prasinophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pseudoscourfieldia,,0,0,0,0,1,G,,9.161419647,Klais,
Pseudoscourfieldia marina,Pyramimonadophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pseudoscourfieldia,,0,0,0,0,1,G,,NA,SCOR,
Pseudosolenia,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Pseudosolenia,A,0,1,0,0,0,BW,,NA,SCOR,
Pseudosolenia calcar-avis,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Pseudosolenia,A,0,1,0,0,0,BW,,NA,SCOR,
Pseudosphaerocystis lacustris,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Pseudosphaerocystis,F,0,0,0,1,0,G,,1073,Klais,
Pseudosphaerocystis lacustris,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Pseudosphaerocystis,F,0,0,0,1,0,G,,NA,SCOR,
Pseudosphaerocystis lund,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Pseudosphaerocystis,F,0,0,0,1,1,G,,12200,Orlane,Gv
Pseudosphaerocystis neglecta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Pseudosphaerocystis,F,0,0,0,1,,G,,1002.703845,Kremer,
Pseudosphaerocystis planctonica,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Pseudosphaerocystis,F,0,0,0,1,,G,,313.7794215,Kremer,
Pseudostaurastrum hastatum,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Pseudostaurastrum,,0,0,0,0,0,BW,,NA,SCOR,
Pseudostaurastrum limneticum,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Pseudostaurastrum,,0,0,0,0,0,BW,,222.4000651,Klais,
Pseudostaurastrum limneticum,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Pseudostaurastrum,,0,0,0,0,0,BW,,NA,SCOR,
Pseudostaurastrum planctonicum,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Pseudostaurastrum,,0,0,0,0,0,BW,,NA,SCOR,
Pseudostaurosira brevistriata,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,,0,1,0,0,0,BW,,147.5534516,Kremer,
Pseudostaurosira parasitica,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,,0,1,0,0,0,BW,,NA,SCOR,
Pseudotetraedron neglectum,Xanthophyceae,Mischococcales,Centritractaceae,Pseudotetraedron,F,0,0,0,1,0,BW,,NA,SCOR,
Pseudotetradesmus quaternarius,Chlorophyceae,Chlorococcales,Scenedesmaceae,Pseudotetradesmus,J,0,0,0,1,0,G,,793.276453,Lin,Ks
Pteromonas,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,,0,0,0,0,1,G,,NA,SCOR,
Pteromonas aculeata,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,,0,0,0,0,1,G,200,200,Maiko,Inba
Pteromonas angulosa,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,,0,0,0,0,1,G,,517.4431047,Kremer,
Pteromonas multipyrenoidea,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,,0,0,0,0,1,G,200,200,Maiko,Inba
Pteromonas sp.,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,,0,0,0,0,1,G,,200,Kanako,
Pteromonas sp.,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,,0,0,0,0,1,G,200,200,Maiko,Inba
Pteromonas spp.,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,,0,0,0,0,1,G,,500.6300964,Lin,Ks
Pterosperma,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,,0,0,0,0,1,G,,177.8504036,Klais,
Pterosperma,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,,0,0,0,0,1,G,,NA,SCOR,
Pterosperma nationalis,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,,0,0,0,0,1,G,,NA,SCOR,
Pterosperma parallelum,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,,0,0,0,0,1,G,,NA,SCOR,
Pterospermataceae,NA,NA,NA,NA,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,98.77300464,Klais,
Pyramimonas,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas (Trichocystis) grossii,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,271,Klais,
Pyramimonas (Trichocystis) grossii,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas (Vestigifera) disomata,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas adriaticus,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas inconstans,Pyramimonadophyceae,Pyramimonadales,Polyblepharidaceae,Pyramimonas,,0,0,0,0,1,G,,116.3639222,Kremer,
Pyramimonas longicauda,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,114,Klais,
Pyramimonas longicauda,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas micron,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas obovata,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas parkeae,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas plurioculata,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,117.9670749,Klais,
Pyramimonas plurioculata,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas spp.,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,1820.682072,Lin,Ks
Pyramimonas tetrarhynchus,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas tetrarhynchus,Pyramimonadophyceae,Pyramimonadales,Polyblepharidaceae,Pyramimonas,,0,0,0,0,1,G,,923.16,Kremer,
Pyramimonas torta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyramimonas virginica,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,25.33901338,Klais,
Pyramimonas virginica,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,0,0,0,0,1,G,,NA,SCOR,
Pyrocystis noctiluca,Dinophyceae,Pyrocystales,Pyrocystaceae,Pyrocystis,,0,0,0,0,1,BW,,16507.28661,Klais,
Pyrocystis pseudonoctiluca,Dinophyceae,Pyrocystales,Pyrocystaceae,Pyrocystis,,0,0,0,0,1,BW,,NA,SCOR,
Pyrophacus horologicum,Dinophyceae,Gonyaulacales,Pyrophacaceae,Pyrophacus,Lm,0,0,0,0,1,BW,,29694.99969,Klais,
Pyrophacus horologium,Dinophyceae,Gonyaulacales,Pyrophacaceae,Pyrophacus,Lm,0,0,0,0,1,BW,,NA,SCOR,
Quadricoccus,Chlorophyceae,Oocystales,Oocystaceae,Quadricoccus,F,0,0,0,1,0,G,,NA,SCOR,
Quadricoccus ellipticus,Chlorophyceae,Oocystales,Oocystaceae,Quadricoccus,F,0,0,0,1,0,G,,NA,SCOR,
Quadricoccus euryhalinicus,Chlorophyceae,Oocystales,Oocystaceae,Quadricoccus,F,0,0,0,1,0,G,,NA,SCOR,
Quadricoccus sp.,Chlorophyceae,Oocystales,Oocystaceae,Quadricoccus,F,0,0,0,1,0,G,,500,Kanako,
Quadricoccus spp.,Chlorophyceae,Oocystales,Oocystaceae,Quadricoccus,F,0,0,0,1,0,G,,64.09197428,Lin,Ks
Quadricoccus spp.,Chlorophyceae,Oocystales,Oocystaceae,Quadricoccus,F,0,0,0,1,0,G,500,500,Maiko,Inba
Quadrigula,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,NA,SCOR,
Quadrigula chodatii,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,210,210,Clark,Bw
Quadrigula chodatii,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,210,Kanako,
Quadrigula closterioides,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,NA,SCOR,
Quadrigula closteroides,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,210,Kanako,
Quadrigula closteroides,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,70,Cornell,Oneida
Quadrigula korsikovii,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,210,210,Clark,Bw
Quadrigula korsikovii,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,210,Kanako,
Quadrigula lacustris,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,210,210,Clark,Bw
Quadrigula lacustris,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,380,Orlane,Gv
Quadrigula lacustris,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,210,Kanako,
Quadrigula lacustris,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,76.69100314,Kremer,
Quadrigula lacustris,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,70,Cornell,Oneida
Quadrigula pfitzeri,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,210,210,Clark,Bw
Quadrigula pfitzeri,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,NA,SCOR,
Quadrigula pfitzeri,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,237.7392537,Kremer,
Quadrigula Pfitzeri,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,,210,Kanako,
Quadrigula sp.,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,F,0,0,0,1,0,G,210,210,Clark,Bw
